-3.065255,-1.022870,-2.121495,0.849738,0.064993,1.020920,0.851121,0.065099,1.520918
1.848107,-1.185570,0.179188,0.369361,-1.297620,1.643230,0.253706,-0.891308,1.375769
-2.099726,0.640447,-1.488540,-0.112297,-0.192132,2.132536,-0.301531,-0.515897,1.801829
0.967617,1.188267,1.558392,0.635391,0.922440,0.911757,0.526264,0.764014,1.373268
-0.310599,-2.613602,-1.702025,-0.040600,0.013032,-0.057038,-0.479692,0.153975,0.136179
2.595759,-2.183066,2.046131,0.757772,-0.460261,0.920593,0.699436,-0.424829,0.425274
0.240790,3.115726,-2.649058,0.243584,0.059813,0.446871,0.025118,0.006168,0.000335
-0.359980,-2.470221,2.900720,-0.386901,0.145622,0.671410,-0.582189,0.219125,0.217031
-3.110897,1.726438,1.992664,-0.714606,-0.021942,0.426074,-0.987447,-0.030320,0.844986
2.315403,-2.609743,-0.629365,0.310682,-0.337122,-0.359495,0.343672,-0.372919,0.138130
-1.508014,1.884430,-0.430721,0.090836,-1.444943,0.749893,0.059681,-0.949345,0.691483
2.578867,-1.998001,-1.483318,0.628867,-0.396660,0.114249,0.769790,-0.485547,0.585672
-2.226015,-2.285489,2.319155,0.449971,0.585539,0.844331,0.460226,0.598884,0.344614
0.500545,0.313122,-2.229684,-0.142457,-0.077926,1.781918,0.270242,0.147825,1.951377
2.217035,0.766506,-0.936019,-0.366896,0.486415,2.213172,-0.417691,0.553757,1.720338
0.083207,-0.616646,-2.662929,-0.507767,-0.042348,1.320575,-0.576301,-0.048063,1.815823
-1.633327,-2.365557,-1.985059,0.014549,0.232365,0.109338,0.043771,0.699087,0.286304
-1.633098,-0.519563,-2.828170,0.024541,0.393394,1.378622,0.030913,0.495537,1.868036
2.529057,2.793264,-0.057373,-0.440728,0.309699,-0.399357,-0.279272,0.196244,0.060056
-0.067493,-1.019122,2.512338,-0.352348,0.023817,1.562865,-0.849709,0.057437,1.524114
-0.821130,-2.441647,1.759983,-0.653607,0.702068,0.623386,-0.438938,0.471483,0.235123
-0.692440,-1.622179,-0.603432,-1.073919,0.890758,0.644134,-0.768675,0.637575,0.948640
-2.534266,-2.311208,2.776078,0.422116,0.293348,0.772348,0.606185,0.421267,0.325408
2.864525,0.472310,-2.764584,-0.076496,0.021754,1.560272,-0.437594,0.124444,1.890520
-1.665582,-0.922164,2.017099,0.033358,0.350880,1.833149,0.075423,0.793334,1.604097
-3.043266,-2.869811,-2.078743,-0.216621,-0.021368,0.153693,0.267152,0.026353,0.036706
0.936445,1.455217,0.927845,0.792532,1.077102,0.752399,0.588701,0.800082,1.115323
-0.308199,0.295216,-1.279105,-0.119475,0.038034,2.233633,0.277237,-0.088257,1.956739
1.536671,-1.953363,1.172950,-0.043655,-1.278751,0.982009,-0.031652,-0.927170,0.626698
-1.987550,-0.825917,0.788885,0.305086,0.689172,2.177540,0.297592,0.672245,1.677883
1.759828,-2.630530,2.696544,0.085709,-0.447996,0.626686,0.091907,-0.480392,0.127775
1.731476,-0.082949,-0.402808,0.050603,-0.312218,2.438723,0.013256,-0.081786,1.996562
-0.334198,-1.216125,0.053434,-1.319424,0.458133,1.545717,-0.885878,0.307597,1.347282
0.067645,1.994702,1.851541,0.586262,0.039719,0.207757,0.909405,0.061611,0.588676
0.906318,-0.762333,1.956725,-0.139125,-0.177612,1.907016,-0.425864,-0.543675,1.723227
0.206145,-0.937434,2.756930,-0.314620,-0.065792,1.468787,-0.788976,-0.164987,1.591858
2.360921,0.314982,0.769144,-0.534072,0.529047,2.184645,-0.220094,0.218023,1.950802
0.546641,-1.835378,-1.248173,-0.849326,-0.516809,0.239336,-0.824548,-0.501732,0.738494
-0.182601,-1.692534,2.162259,-0.753539,0.139147,1.324409,-0.976097,0.180244,0.878562
-1.916880,-1.721211,-2.067953,0.233070,0.646345,0.451376,0.335386,0.930087,0.850152
-1.710268,-0.403812,-1.186278,0.124122,0.884164,1.909924,0.054625,0.389111,1.919570
2.658824,-0.438298,-1.979354,0.669218,-0.350761,1.530875,0.375895,-0.197020,1.905475
2.542652,3.012820,-0.383897,-0.308626,0.210663,-0.427439,-0.106064,0.072397,0.008280
-2.442171,-1.519354,-0.573239,1.095894,0.921976,0.802201,0.764203,0.642923,1.051420
0.595947,-1.493310,0.645855,-1.135324,-0.769981,1.408355,-0.825134,-0.559609,1.077409
1.326435,-1.747431,-2.402617,-0.135832,-0.544757,0.557699,-0.238172,-0.955195,0.824283
-1.276876,-1.138072,-0.476233,-0.407720,1.347000,1.397598,-0.263004,0.868895,1.419345
0.049350,-2.602961,-1.491612,-0.105261,-0.005199,-0.148040,-0.512338,-0.025304,0.141589
1.890372,-2.956497,2.693204,0.098701,-0.298265,0.499851,0.057819,-0.174723,0.017081
1.446478,-0.071536,0.493137,0.016509,0.132109,2.453660,-0.008863,-0.070923,1.997442
